idx,dir,f12,seq,plen,b0,d0,enc,dec
1,OUT,-1471614835,1,8,0,77,000000000a000000,4db8a85447b8a854
2,OUT,-898991692,2,8,0,77,000000000c000000,4db8a85441b8a854
3,OUT,389010188,3,8,205,128,cdee002c55003644,8056a87818b89e10
4,OUT,237988806,4,8,202,135,cac0002c55000945,8778a87818b8a111
5,OUT,-747978370,5,31,203,134,cb08002c55005850ffe74f54ced77e7acdd5777accd36166cee74f54465568,86b0a87818b8f004b25fe700836fd62e806ddf2e816bc932835fe7000bedc0
6,OUT,-1320662969,6,31,200,133,c805002c5500585d14ec4f5431dc7e7a32de777a33d8616631ec4f544a5573,85bda87818b8f0095954e7007c64d62e7f66df2e7e60c9327c54e70007eddb
7,OUT,1812849407,7,31,201,132,c901002c550058592af04f5433c07e7a30c2777a31c4616633f04f544e557f,84b9a87818b8f00d6748e7007e78d62e7d7adf2e7c7cc9327e48e70003edd7
8,OUT,-2092353069,8,31,246,187,f61c002c5500584439f44f5434c47e7a37c6777a36c0616634f44f5453558c,bba4a87818b8f010744ce700797cd62e7a7edf2e7b78c932794ce7001eed24
9,OUT,1577882475,9,31,247,186,f716002c5500584e59f84f5438c87e7a3bca777a3acc616638f84f5459559a,baaea87818b8f01a1440e7007570d62e7672df2e7774c9327540e70014ed32
10,OUT,1009654354,10,31,244,185,f42f002c550058776afc4f543fcc7e7a3cce777a3dc861663ffc4f546055a9,b997a87818b8f0232744e7007274d62e7176df2e7070c9327244e7002ded01
11,OUT,-513036054,11,31,245,184,f527002c5500587f6c0050542530617a2632687a27347e66250050546855b9,b89fa87818b8f02b21b8f8006888c92e6b8ac02e6a8cd63268b8f80025ed11
12,OUT,-127203296,12,31,242,191,f23e002c55005866970450542a34617a2936687a28307e662a0450547155ca,bf86a87818b8f032dabcf800678cc92e648ec02e6588d63267bcf8003ced62
13,OUT,623813272,13,31,243,190,f334002c5500586c830850541238617a113a687a103c7e66120850547b55dc,be8ca87818b8f038ceb0f8005f80c92e5c82c02e5d84d6325fb0f80036ed74
14,OUT,1191979937,14,31,240,189,f0c9002c55005891980c50541d3c617a1e3e687a1f387e661d0c50548655ef,bd71a87818b8f0c5d5b4f8005084c92e5386c02e5280d63250b4f800cbed47
15,OUT,-1706458855,15,31,241,188,f1dd002c55005885f01050540720617a0422687a05247e6607105054925503,bc65a87818b8f0d1bda8f8004a98c92e499ac02e489cd6324aa8f800dfedab
16,OUT,-1670780152,16,8,254,179,febf002c55001b9f,b307a87818b8b3cb
17,OUT,1093419440,17,271,255,178,ff34002c54006faa4d1850540c2968630b5b60627e2961617d5c65674d1850544d1850544d1850544d1850544d1850544d1850544d1850544d1850544d185054,b28ca87819b8c7fe00a0f8004191c03746e3c8363391c93530e4cd3300a0f80000a0f80000a0f80000a0f80000a0f80000a0f80000a0f80000a0f80000a0f800
18,OUT,588171401,18,41,252,177,fcd8002c55000a9d5a1c50545a1c50545a1c50545a1c50545a1c50545a1c50545a1c50545a1c505403,b160a87818b8a2c917a4f80017a4f80017a4f80017a4f80017a4f80017a4f80017a4f80017a4f8004e
19,OUT,-28614095,19,8,253,176,fda8002c550008cc,b010a87818b8a098
20,OUT,-414459141,20,9,250,183,faba002c550008dc2d,b702a87818b8a08860
21,OUT,974024771,21,8,251,182,fb23002c550009ef,b69ba87818b8a1bb
22,OUT,1479342458,22,17,248,181,f8fb002c5600410b9824505498d2afaba6,b543a8781bb8e95fd59cf800d56a07ffeb
23,OUT,-2056694846,23,8,249,180,f947002c56004216,b4ffa8781bb8ea42
24,OUT,1781369070,24,8,230,171,e65d002c5600762b,abe5a8781bb8de7f
25,OUT,-1217912234,25,12,231,170,e7ff002c56004145d1385054,aa47a8781bb8e9119c80f800
26,OUT,-716526737,26,8,228,169,e45b002c56007758,a9e3a8781bb8df0c
27,OUT,135201239,27,8,229,168,e513002c56000c70,a8aba8781bb8a424
28,OUT,286243101,28,8,226,175,e2b9002c56000c89,af01a8781bb8a4dd
29,OUT,-867560539,29,9,227,174,e3a5002c560008a216,ae1da8781bb8a0f65b
30,OUT,-1368876388,30,8,224,173,e0bc002c560035be,ad04a8781bb89dea
31,OUT,1932341284,31,8,225,172,e19a002c560030da,ac22a8781bb8988e
32,OUT,-1574416706,32,8,238,163,ee61002c560033f7,a3d9a8781bb89ba3
33,OUT,2137908230,33,8,239,162,ef2d002c57003115,a295a8781ab89941
34,OUT,491744575,34,29,236,161,ece7002c570040214da2afabb2555054b2a3afab4d5d5054b25c5054bb,a15fa8781ab8e875001a07ffffedf800ff1b07ff00e5f800ffe4f800f6
35,OUT,-1073035385,35,8,237,160,ed74002c57001954,a0cca8781ab8b100
36,OUT,-653623475,36,27,234,167,ea8c002c57004f66ee655054249883845794e5a3ef65505475578e,a734a8781ab8e732a3ddf80069202bd01a2c4df7a2ddf80038ef26
