idx,dir,f12,seq,plen,b0,d0,enc,dec
1,OUT,-1471614835,1,8,0,77,000000000a000000,4db8a85447b8a854
2,OUT,-898991692,2,8,0,77,000000000c000000,4db8a85441b8a854
3,OUT,389010188,3,8,205,128,cde7003c5500364d,805fa86818b89e19
4,OUT,237988806,4,8,194,143,c2cb003c5500094e,8f73a86818b8a11a
5,OUT,-747978370,5,31,195,142,c31f003c55005847ff07df54ce37ee7acd35e77acc33f166ce07df54515568,8ea7a86818b8f013b2bf7700838f462e808d4f2e818b593283bf77001cedc0
6,OUT,-1320662969,6,31,192,141,c01c003c55005844140cdf54313cee7a323ee77a3338f166310cdf54535573,8da4a86818b8f01059b477007c84462e7f864f2e7e8059327cb477001eeddb
7,OUT,1812849407,7,31,193,140,c118003c550058402a10df543320ee7a3022e77a3124f1663310df5457557f,8ca0a86818b8f01467a877007e98462e7d9a4f2e7c9c59327ea877001aedd7
8,OUT,-2092353069,8,31,198,139,c613003c5500584b3914df543424ee7a3726e77a3620f1663414df545c558c,8baba86818b8f01f74ac7700799c462e7a9e4f2e7b98593279ac770011ed24
9,OUT,1577882475,9,31,199,138,c72d003c550058755918df543828ee7a3b2ae77a3a2cf1663818df5462559a,8a95a86818b8f02114a077007590462e76924f2e7794593275a077002fed32
10,OUT,1009654354,10,31,196,137,c426003c5500587e6a1cdf543f2cee7a3c2ee77a3d28f1663f1cdf546955a9,899ea86818b8f02a27a477007294462e71964f2e7090593272a4770024ed01
11,OUT,-513036054,11,31,197,136,c53e003c550058666c20df542510ee7a2612e77a2714f1662520df547155b9,8886a86818b8f0322198770068a8462e6baa4f2e6aac5932689877003ced11
12,OUT,-127203296,12,31,218,151,da35003c5500586d9724df542a14ee7a2916e77a2810f1662a24df547a55ca,978da86818b8f039da9c770067ac462e64ae4f2e65a85932679c770037ed62
13,OUT,623813272,13,31,219,150,dbcb003c550058938328df541218ee7a111ae77a101cf1661228df548455dc,9673a86818b8f0c7ce9077005fa0462e5ca24f2e5da459325f907700c9ed74
14,OUT,1191979937,14,31,216,149,d8c0003c55005898982cdf541d1cee7a1e1ee77a1f18f1661d2cdf548f55ef,9578a86818b8f0ccd594770050a4462e53a64f2e52a0593250947700c2ed47
15,OUT,-1706458855,15,31,217,148,d9d4003c5500588cf030df540700ee7a0402e77a0504f1660730df549b5503,946ca86818b8f0d8bd8877004ab8462e49ba4f2e48bc59324a887700d6edab
16,OUT,-1670780152,16,8,222,147,de88003c55001ba8,9330a86818b8b3fc
17,OUT,1093419440,17,271,223,146,df2f003c54006fb14d38df540c09e7630b7bef627e09ee617d7cea674d38df544d38df544d38df544d38df544d38df544d38df544d38df544d38df544d38df54,9297a86819b8c7e50080770041b14f3746c3473633b1463530c44233008077000080770000807700008077000080770000807700008077000080770000807700
18,OUT,588171401,18,41,220,145,dca1003c55000ae45a3cdf545a3cdf545a3cdf545a3cdf545a3cdf545a3cdf545a3cdf545a3cdf5493,9119a86818b8a2b01784770017847700178477001784770017847700178477001784770017847700de
19,OUT,-28614095,19,8,221,144,ddb1003c550008d5,9009a86818b8a081
20,OUT,-414459141,20,9,210,159,d281003c550008e7bd,9f39a86818b8a0b3f0
21,OUT,974024771,21,8,211,158,d334003c550009f8,9e8ca86818b8a1ac
22,OUT,1479342458,22,17,208,157,d0f2003c560041029844df5498b220ab16,9d4aa8681bb8e956d5fc7700d50a88ff5b
23,OUT,-2056694846,23,8,209,156,d14e003c5600421f,9cf6a8681bb8ea4b
24,OUT,1781369070,24,8,214,155,d642003c56007634,9bfaa8681bb8de60
25,OUT,-1217912234,25,12,215,154,d7f4003c5600414ed158df54,9a4ca8681bb8e91a9ce07700
26,OUT,-716526737,26,8,212,153,d462003c56007761,99daa8681bb8df35
27,OUT,135201239,27,8,213,152,d51a003c56000c79,98a2a8681bb8a42d
28,OUT,286243101,28,8,234,167,eaa2003c56000c92,a71aa8681bb8a4c6
29,OUT,-867560539,29,9,235,166,ebaa003c560008ada6,a612a8681bb8a0f9eb
30,OUT,-1368876388,30,8,232,165,e8c5003c560035c7,a57da8681bb89d93
31,OUT,1932341284,31,8,233,164,e9a3003c560030e3,a41ba8681bb898b7
32,OUT,-1574416706,32,8,238,163,ee96003c57003200,a32ea8681ab89a54
33,OUT,2137908230,33,8,239,162,ef26003c5700311e,a29ea8681ab8994a
34,OUT,491744575,34,29,236,161,ecee003c570040284d8220abb275df54b28320ab4d7ddf54b27cdf544b,a156a8681ab8e87c003a88ffffcd7700ff3b88ff00c57700ffc4770006
35,OUT,-1073035385,35,8,237,160,ed7d003c5700195d,a0c5a8681ab8b109
36,OUT,-653623475,36,27,226,175,e287003c57004f6dee85df5424780c8457746aa3ef85df547e578e,af3fa8681ab8e739a33d770069c0a4d01accc2f7a23d770033ef26
