idx,dir,f12,seq,plen,b0,d0,enc,dec
1,OUT,-1471614835,1,8,0,77,000000000a000000,4db8a85447b8a854
2,OUT,-898991692,2,8,0,77,000000000c000000,4db8a85441b8a854
3,OUT,389010188,3,8,205,128,cde5003c5500364f,805da86818b89e1b
4,OUT,237988806,4,8,202,135,cad5003c55000950,876da86818b8a104
5,OUT,-747978370,5,31,203,134,cb1d003c55005845ffe7fd54ced7cc7acdd5c57accd3d366cee7fd54535568,86a5a86818b8f011b25f5500836f642e806d6d2e816b7b32835f55001eedc0
6,OUT,-1320662969,6,31,200,133,c81a003c5500584214ecfd5431dccc7a32dec57a33d8d36631ecfd54555573,85a2a86818b8f016595455007c64642e7f666d2e7e607b327c54550018eddb
7,OUT,1812849407,7,31,201,132,c916003c5500584e2af0fd5433c0cc7a30c2c57a31c4d36633f0fd5459557f,84aea86818b8f01a674855007e78642e7d7a6d2e7c7c7b327e48550014edd7
8,OUT,-2092353069,8,31,246,187,f611003c5500584939f4fd5434c4cc7a37c6c57a36c0d36634f4fd545e558c,bba9a86818b8f01d744c5500797c642e7a7e6d2e7b787b32794c550013ed24
9,OUT,1577882475,9,31,247,186,f72b003c5500587359f8fd5438c8cc7a3bcac57a3accd36638f8fd5464559a,ba93a86818b8f027144055007570642e76726d2e77747b327540550029ed32
10,OUT,1009654354,10,31,244,185,f424003c5500587c6afcfd543fcccc7a3ccec57a3dc8d3663ffcfd546b55a9,b99ca86818b8f028274455007274642e71766d2e70707b327244550026ed01
11,OUT,-513036054,11,31,245,184,f53c003c550058646c00fe542530cf7a2632c67a2734d0662500fe547355b9,b884a86818b8f03021b856006888672e6b8a6e2e6a8c783268b856003eed11
12,OUT,-127203296,12,31,242,191,f233003c5500586b9704fe542a34cf7a2936c67a2830d0662a04fe547c55ca,bf8ba86818b8f03fdabc5600678c672e648e6e2e6588783267bc560031ed62
13,OUT,623813272,13,31,243,190,f3c9003c550058918308fe541238cf7a113ac67a103cd0661208fe548655dc,be71a86818b8f0c5ceb056005f80672e5c826e2e5d8478325fb05600cbed74
14,OUT,1191979937,14,31,240,189,f0de003c55005886980cfe541d3ccf7a1e3ec67a1f38d0661d0cfe549155ef,bd66a86818b8f0d2d5b456005084672e53866e2e5280783250b45600dced47
15,OUT,-1706458855,15,31,241,188,f1d2003c5500588af010fe540720cf7a0422c67a0524d0660710fe549d5503,bc6aa86818b8f0debda856004a98672e499a6e2e489c78324aa85600d0edab
16,OUT,-1670780152,16,8,254,179,fe8a003c55001baa,b332a86818b8b3fe
17,OUT,1093419440,17,8,255,178,ff98003c55001bb8,b220a86818b8b3ec
18,OUT,588171401,18,8,252,177,fce7003c55001bc7,b15fa86818b8b393
19,OUT,-28614095,19,8,253,176,fdf7003c55001bd7,b04fa86818b8b383
20,OUT,-414459141,20,271,250,183,fa71003c54006fef7724fe543615c6633167ce624415cf614760cb677724fe547724fe547724fe547724fe547724fe547724fe547724fe547724fe547724fe54,b7c9a86819b8c7bb3a9c56007bad6e377cdf663609ad67350ad863333a9c56003a9c56003a9c56003a9c56003a9c56003a9c56003a9c56003a9c56003a9c5600
21,OUT,974024771,21,41,251,182,fb9e003c55000adb8728fe548728fe548728fe548728fe548728fe548728fe548728fe548728fe54f0,b626a86818b8a28fca905600ca905600ca905600ca905600ca905600ca905600ca905600ca905600bd
22,OUT,1479342458,22,8,248,181,f869003c56000b0d,b5d1a8681bb8a359
23,OUT,-2056694846,23,9,249,180,f946003c56000b201e,b4fea8681bb8a37453
24,OUT,1781369070,24,8,230,171,e6fa003c56000a36,ab42a8681bb8a262
25,OUT,-1217912234,25,17,231,170,e7b5003c56004145d130fe54d1c601abad,aa0da8681bb8e9119c8856009c7ea9ffe0
26,OUT,-716526737,26,8,228,169,e432003c56004263,a98aa8681bb8ea37
27,OUT,135201239,27,8,229,168,e50d003c5600767b,a8b5a8681bb8de2f
28,OUT,286243101,28,12,226,175,e22a003c560041901345fe54,af92a8681bb8e9c45efd5600
29,OUT,-867560539,29,8,227,174,e3ad003c560077ae,ae15a8681bb8dffa
30,OUT,-1368876388,30,8,224,173,e0aa003c56000cc9,ad12a8681bb8a49d
31,OUT,1932341284,31,8,225,172,e1d5003c56000ce5,ac6da8681bb8a4b1
32,OUT,-1574416706,32,9,238,163,ee04003c5700090324,a3bca8681ab8a15769
33,OUT,2137908230,33,8,239,162,ef22003c57003420,a29aa8681ab89c74
34,OUT,491744575,34,8,236,161,ec7f003c5700313f,a1c7a8681ab8996b
35,OUT,-1073035385,35,8,237,160,edc9003c5700325f,a071a8681ab89a0b
36,OUT,-653623475,36,8,234,167,eab8003c57003180,a700a8681ab899d4
