idx,dir,f12,seq,plen,b0,d0,enc,dec
1,OUT,-1471614835,1,8,0,77,000000000a000000,4db8a85447b8a854
2,OUT,-898991692,2,8,0,77,000000000c000000,4db8a85441b8a854
3,OUT,389010188,3,8,205,128,cdee002c55003644,8056a87818b89e10
4,OUT,237988806,4,8,206,131,cec0002c55000945,8378a87818b8a111
5,OUT,-747978370,5,31,207,130,cf08002c55005850ff374854ce07797acd05707acc036666ce374854465568,82b0a87818b8f004b28fe00083bfd12e80bdd82e81bbce32838fe0000bedc0
6,OUT,-1320662969,6,31,200,133,c805002c5500585d143c4854310c797a320e707a33086666313c48544a5573,85bda87818b8f0095984e0007cb4d12e7fb6d82e7eb0ce327c84e00007eddb
7,OUT,1812849407,7,31,201,132,c901002c550058592a4048543370797a3072707a31746666334048544e557f,84b9a87818b8f00d67f8e0007ec8d12e7dcad82e7cccce327ef8e00003edd7
8,OUT,-2092353069,8,31,202,135,ca1c002c55005844394448543474797a3776707a367066663444485453558c,87a4a87818b8f01074fce00079ccd12e7aced82e7bc8ce3279fce0001eed24
9,OUT,1577882475,9,31,203,134,cb16002c5500584e594848543878797a3b7a707a3a7c66663848485459559a,86aea87818b8f01a14f0e00075c0d12e76c2d82e77c4ce3275f0e00014ed32
10,OUT,1009654354,10,31,196,137,c42f002c550058776a4c48543f7c797a3c7e707a3d7866663f4c48546055a9,8997a87818b8f02327f4e00072c4d12e71c6d82e70c0ce3272f4e0002ded01
11,OUT,-513036054,11,31,197,136,c527002c5500587f6c5048542560797a2662707a27646666255048546855b9,889fa87818b8f02b21e8e00068d8d12e6bdad82e6adcce3268e8e00025ed11
12,OUT,-127203296,12,31,198,139,c63e002c55005866975448542a64797a2966707a286066662a5448547155ca,8b86a87818b8f032daece00067dcd12e64ded82e65d8ce3267ece0003ced62
13,OUT,623813272,13,31,199,138,c734002c5500586c835848541268797a116a707a106c6666125848547b55dc,8a8ca87818b8f038cee0e0005fd0d12e5cd2d82e5dd4ce325fe0e00036ed74
14,OUT,1191979937,14,31,192,141,c0c9002c55005891985c48541d6c797a1e6e707a1f6866661d5c48548655ef,8d71a87818b8f0c5d5e4e00050d4d12e53d6d82e52d0ce3250e4e000cbed47
15,OUT,-1706458855,15,31,193,140,c1dd002c55005885f06048540750797a0452707a0554666607604854925503,8c65a87818b8f0d1bdd8e0004ae8d12e49ead82e48ecce324ad8e000dfedab
16,OUT,-1670780152,16,8,194,143,c2bf002c55001b9f,8f07a87818b8b3cb
17,OUT,1093419440,17,271,195,142,c334002c54006faa4d6848540c5970630b2b78627e5979617d2c7d674d6848544d6848544d6848544d6848544d6848544d6848544d6848544d6848544d684854,8e8ca87819b8c7fe00d0e00041e1d8374693d03633e1d1353094d53300d0e00000d0e00000d0e00000d0e00000d0e00000d0e00000d0e00000d0e00000d0e000
18,OUT,588171401,18,41,220,145,dcd8002c55000a9d5a6c48545a6c48545a6c48545a6c48545a6c48545a6c48545a6c48545a6c4854fc,9160a87818b8a2c917d4e00017d4e00017d4e00017d4e00017d4e00017d4e00017d4e00017d4e000b1
19,OUT,-28614095,19,8,221,144,dda8002c550008cc,9010a87818b8a098
20,OUT,-414459141,20,9,222,147,deba002c550008dc24,9302a87818b8a08869
21,OUT,974024771,21,8,223,146,df23002c550009ef,929ba87818b8a1bb
22,OUT,1479342458,22,17,216,149,d8fb002c5600410b987448549882b7abad,9543a8781bb8e95fd5cce000d53a1fffe0
23,OUT,-2056694846,23,8,217,148,d947002c56004216,94ffa8781bb8ea42
24,OUT,1781369070,24,8,218,151,da5d002c5600762b,97e5a8781bb8de7f
25,OUT,-1217912234,25,12,219,150,dbff002c56004145d1884854,9647a8781bb8e9119c30e000
26,OUT,-716526737,26,8,212,153,d45b002c56007758,99e3a8781bb8df0c
27,OUT,135201239,27,8,213,152,d513002c56000c70,98aba8781bb8a424
28,OUT,286243101,28,8,214,155,d6b9002c56000c89,9b01a8781bb8a4dd
29,OUT,-867560539,29,9,215,154,d7a5002c560008a20f,9a1da8781bb8a0f642
30,OUT,-1368876388,30,8,208,157,d0bc002c560035be,9d04a8781bb89dea
31,OUT,1932341284,31,8,209,156,d19a002c560030da,9c22a8781bb8988e
32,OUT,-1574416706,32,8,210,159,d261002c560033f7,9fd9a8781bb89ba3
33,OUT,2137908230,33,8,211,158,d32d002c57003115,9e95a8781ab89941
34,OUT,491744575,34,29,44,97,2ce7002c570040214d52b7abb2a54854b253b7ab4dad4854b2ac4854b4,615fa8781ab8e87500ea1fffff1de000ffeb1fff0015e000ff14e000f9
35,OUT,-1073035385,35,8,45,96,2d74002c57001954,60cca8781ab8b100
36,OUT,-653623475,36,27,46,99,2e8c002c57004f66eeb5485424489b845744fda3efb5485475578e,6334a8781ab8e732a30de00069f033d01afc55f7a20de00038ef26
